0.000	0.4378
0.001	1.5169
0.002	4.0127
0.003	1.0302
0.004	0.81012
0.005	-2.1288
0.006	-3.3584
0.007	-1.4424
0.008	0.90086
0.009	-0.29165
0.01	-1.716
0.011	2.7412
0.012	-1.6438
0.013	-1.1997
0.014	-1.8575
0.015	-2.4499
0.016	-0.63966
0.017	-1.0884
0.018	-3.0715
0.019	-1.3847
0.02	1.074
0.021	-2.3295
0.022	-0.87709
0.023	-2.0718
0.024	-2.0826
0.025	-1.0423
0.026	0.83227
0.027	2.1544
0.028	1.1261
0.029	2.5626
0.03	-1.0786
0.031	-4.3264
0.032	-1.4126
0.033	-0.91496
0.034	0.16377
0.035	0.95071
0.036	2.5099
0.037	-1.5365
0.038	-0.43429
0.039	-1.2402
0.04	-2.1116
0.041	4.0999
0.042	0.32124
0.043	-1.1657
0.044	5.4735
0.045	2.2389
0.046	-1.4124
0.047	1.2792
0.048	2.1293
0.049	-2.1676
0.05	0.27035
0.051	0.09745
0.052	-1.9165
0.053	2.3289
0.054	-0.85658
0.055	-0.51535
0.056	-3.3662
0.057	-2.9645
0.058	-0.20775
0.059	0.38636
0.06	4.6475
0.061	0.66363
0.062	5.381
0.063	3.4579
0.064	-3.8439
0.065	-3.3121
0.066	-0.67777
0.067	0.68607
0.068	1.45
0.069	2.9652
0.07	-0.85676
0.071	-1.8773
0.072	-1.7607
0.073	-1.848
0.074	-1.0778
0.075	1.1166
0.076	0.97684
0.077	-3.3122
0.078	1.5774
0.079	1.4393
0.08	0.6849
0.081	1.9469
0.082	0.39765
0.083	-0.78566
0.084	1.1342
0.085	-2.947
0.086	2.8025
0.087	1.411
0.088	-0.96255
0.089	-1.9052
0.09	-3.1124
0.091	-0.88623
0.092	0.41959
0.093	-0.62541
0.094	-0.96857
0.095	-0.48417
0.096	-1.4259
0.097	-3.4941
0.098	0.99928
0.099	-0.11174
0.1	2.5619
0.101	-0.0018955
0.102	-0.65162
0.103	3.1948
0.104	1.1588
0.105	-1.1002
0.106	-0.20949
0.107	-4.053
0.108	2.5069
0.109	-1.1716
0.11	-0.42592
0.111	3.2748
0.112	-2.0381
0.113	-2.0029
0.114	-2.8682
0.115	1.2884
0.116	-1.271
0.117	-2.7224
0.118	-1.9925
0.119	4.1446
0.12	4.4627
0.121	3.4538
0.122	-2.6946
0.123	-0.61608
0.124	-0.13135
0.125	1.615
0.126	0.49095
0.127	-0.14825
0.128	0.46468
0.129	2.5985
0.13	4.1575
0.131	-0.83273
0.132	-1.9654
0.133	0.34564
0.134	-1.4445
0.135	3.676
0.136	2.1675
0.137	-2.896
0.138	-2.2957
0.139	1.468
0.14	-0.17489
0.141	0.61338
0.142	-2.5782
0.143	2.1091
0.144	3.3046
0.145	0.31421
0.146	-1.1795
0.147	-0.33274
0.148	-2.5183
0.149	-0.51861
0.15	0.5584
0.151	3.1221
0.152	0.76992
0.153	-1.1225
0.154	2.4427
0.155	0.062645
0.156	-1.4718
0.157	-0.31008
0.158	-1.8526
0.159	1.8854
0.16	1.4881
0.161	2.4638
0.162	-1.1388
0.163	3.5122
0.164	0.91508
0.165	-3.7853
0.166	1.4092
0.167	3.6064
0.168	2.7092
0.169	4.0529
0.17	3.2275
0.171	-2.2532
0.172	-5.9695
0.173	1.7704
0.174	-0.85401
0.175	-0.95935
0.176	-1.0785
0.177	-2.8808
0.178	0.62547
0.179	-2.9326
0.18	-2.2664
0.181	-1.0906
0.182	1.2553
0.183	1.3118
0.184	-1.258
0.185	4.9148
0.186	1.9214
0.187	4.918
0.188	-2.1983
0.189	-2.1611
0.19	-2.4857
0.191	-1.0052
0.192	-2.2932
0.193	-1.8927
0.194	-4.7271
0.195	-2.0886
0.196	-0.5617
0.197	-1.9472
0.198	-1.921
0.199	-1.2275
0.2	0.33698
0.201	-0.0088485
0.202	0.17566
0.203	2.5959
0.204	0.23455
0.205	0.87048
0.206	-1.9502
0.207	-0.3274
0.208	1.8282
0.209	-0.99022
0.21	1.2292
0.211	0.12352
0.212	-0.37058
0.213	-1.8943
0.214	-6.0112
0.215	-2.2381
0.216	1.3539
0.217	0.74328
0.218	-0.49772
0.219	-0.64962
0.22	1.0857
0.221	-0.58335
0.222	-1.2397
0.223	-0.078233
0.224	2.774
0.225	-4.04
0.226	2.8053
0.227	-0.20909
0.228	3.2469
0.229	-4.4136
0.23	-1.0354
0.231	-1.1752
0.232	-2.2813
0.233	-1.4635
0.234	-3.4955
0.235	-2.3016
0.236	-1.6762
0.237	0.29234
0.238	-2.1281
0.239	1.861
0.24	-0.67091
0.241	-3.8983
0.242	-0.071911
0.243	0.3492
0.244	2.14
0.245	1.1465
0.246	0.26764
0.247	-1.4288
0.248	-0.53931
0.249	-3.2635
0.25	1.2247
